item,itemLabel,position,positionLabel,start,psid
Q112679881,Dickon Mitchell,Q114773807,Minister of Finance,2022-06-29,Q112679881-464592B1-3AF8-4AAD-94DE-466F05E5EF5A
Q112679881,Dickon Mitchell,Q114773812,"Minister of National Security, Home Affairs, and Public Administration",2022-06-29,Q112679881-D21097F7-3B82-47EC-9666-C4EA41C044A0
Q112679881,Dickon Mitchell,Q30100613,Prime Minister of Grenada,2022-06-24,Q112679881-05d91c89-4e68-f25e-d6c6-bd55624a6f07
Q113486116,Claudette Joseph,Q114773810,"Minister of Legal, Labour and Consumer Affairs",2022-06-29,Q113486116-2A0FD669-0C53-498B-A0F5-9AD6ACD96BF5
Q113486116,Claudette Joseph,Q22091831,Attorney General of Grenada,2022-06-29,Q113486116-AC99F7FE-4589-40AA-A245-F7F91A69AFCD
Q113555132,Joseph Andall,Q18345267,Minister of Foreign Affairs,2022-07-01,Q113555132-8fbe4f71-4555-05a4-a167-4acf3499c001
Q114773822,Adrian Augustine Thomas,Q114773814,Minister of State with responsibility for Agriculture,2022-06-29,Q114773822-2F7D71F6-A83A-4D1F-9488-F7EF0615F59A
Q114773823,Andy Williams,Q114773811,"Minister of Mobilisation, Implementation and Transformation",2022-06-29,Q114773823-DD666597-3F98-4A00-BDB5-D2ED50F6265C
Q114773824,David Evlyn Andrew,Q114773806,"Minister of Education, Youth and Sports Affairs",2022-06-29,Q114773824-08621A6F-2195-4CEE-825D-534FCD39A76A
Q114773825,Dennis Cornwall,Q114773809,Minister of Infrastructure and Physical Development,2022-06-29,Q114773825-75DD7EB2-EB83-49AF-AECD-44B529714D51
Q114773826,Gayton Jonathan Lacrette,Q114773808,"Minister of Health, Wellness and Religious Affairs",2022-06-29,Q114773826-9CF9C212-1FA9-4F70-9F4D-163B37AD9E31
Q114773827,Gloria Ann Thomas,Q114773815,Minister of State with responsibility for Social Development and Gender Affairs,2022-06-29,Q114773827-320FC742-1B16-46AE-AACC-F4A4BE5139F7
Q114773828,Kerryne Zennelle James,Q114773804,"Minister of Climate Resilience, Environment and Energy",2022-06-29,Q114773828-88AAC8C9-6137-48D0-8178-6E2D9DC49E1B
Q114773830,Lennox John Andrews,Q114773805,Minister of Economic Development and Planning,2022-06-29,Q114773830-58012A73-499F-41DC-8178-709D80B9EAAD
Q114773831,Phillip Alfred Telesford,Q114773813,"Minister of Social, Community Development, Housing and Gender Affairs",2022-06-29,Q114773831-FD21A603-0485-4CBD-B697-46B5DBC8A4AC
Q114773832,Ron Livingston Redhead,Q114773816,Minister of State with responsibilty for Youth and Sports,2022-06-29,Q114773832-707718F1-068F-4FCE-8C91-6820CA8ACF60
Q114773833,Tevin Andrews,Q114773674,Minister of Carriacou and Petit Martinique Affairs,2022-06-29,Q114773833-4E5C9BA3-5DC8-4E5C-A9FA-F4DF0020BFF7
